sample_id,url,label,sample_origin,source_type,label_quality,group_id,capture_date,html_path,quality_status,quality_score,split,training_eligible,url_technique_id,html_technique_id,url_length,host_length,registrable_domain_length,subdomain_count,path_length,path_depth,query_length,query_param_count,fragment_length,digit_ratio,special_ratio,hyphen_count,dot_count,at_count,percent_encoded_count,host_entropy,path_entropy,token_count,token_length_mean,token_length_std,long_random_token_count,suspicious_token_count,is_https,has_ip_host,has_idn_or_punycode,unicode_confusable_count,nonstandard_port,repeated_character_run,redirect_count,cross_domain_redirect_count,html_bytes_log,visible_text_length_log,word_count_log,persian_character_ratio,replacement_character_count,mojibake_marker_count,title_present,title_length_log,title_domain_token_overlap,total_tags_log,max_dom_depth,max_siblings_log,form_count,password_input_count,email_input_count,text_input_count,hidden_input_count,button_count,external_form_action_count,form_action_cross_domain_ratio,internal_link_count_log,external_link_count_log,external_link_ratio,empty_link_count_log,image_count_log,iframe_count,script_count_log,external_script_ratio,stylesheet_count_log,external_stylesheet_ratio,favicon_count,favicon_same_domain,local_asset_ratio,data_uri_count_log,blob_reference_count,eval_count,atob_count,document_write_count,window_location_count,meta_refresh_count,credential_keyword_count_log,captcha_keyword_count_log,network_host_count_log,external_network_host_ratio,has_content_security_policy,has_hsts,has_x_frame_options,domain_age_days_log,domain_age_missing,dns_address_count_log,dns_missing,tls_days_remaining_log,tls_missing,popularity_rank_log,popularity_missing
20260201__iranmezaj.ir__67cf1ce47d66__legitimate,https://iranmezaj.ir/,0,real,legitimate_archive,verified_legitimate,iranmezaj.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__iranmezaj.ir__67cf1ce47d66.html,ok,1.0,train,1,,,21.0,12.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,1.0,0.0,0.0,3.084962500721156,-0.0,3.0,5.333333333333333,2.8674417556808756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.258276025664033,7.685243607975833,6.045005314036012,0.792183908045977,0.0,0.0,1.0,4.07753744390572,0.0,6.47543271670409,23.0,4.564348191467836,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,4.343805421853684,1.0986122886681098,0.02564102564102564,2.0794415416798357,2.772588722239781,0.0,3.7376696182833684,0.21951219512195122,1.791759469228055,0.0,3.0,1.0,0.9465648854961832,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iranmezaj.ir__67cf1ce47d66__phishing,https://xn--rnmz-53dd7a2vza.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,iranmezaj.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__iranmezaj.ir__67cf1ce47d66__T07.html,ok,1.0,train,1,T02,T07,38.0,29.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.2894736842105263,6.0,1.0,0.0,0.0,3.7454064259382482,-0.0,7.0,3.857142857142857,2.799416848895061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.350419712312108,7.685243607975833,6.045005314036012,0.792183908045977,0.0,0.0,1.0,4.07753744390572,0.0,6.47543271670409,23.0,4.564348191467836,2.0,0.0,0.0,2.0,0.0,10.0,2.0,1.0,0.0,4.3694478524670215,1.0,2.0794415416798357,2.772588722239781,0.0,3.7376696182833684,0.4634146341463415,1.791759469228055,1.0,3.0,0.0,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iranpl.ir__b30ff28d9448__legitimate,https://iranpl.ir/,0,real,legitimate_archive,verified_legitimate,iranpl.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__iranpl.ir__b30ff28d9448.html,ok,1.0,test,1,,,18.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,1.0,0.0,0.0,2.725480556997868,-0.0,3.0,4.333333333333333,1.699673171197595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567993306604974,9.535173710058757,7.845807502637805,0.7905615379056153,0.0,0.0,1.0,3.367295829986474,0.0,7.1592919047975645,18.0,3.4965075614664802,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,5.666426688112432,2.302585092994046,0.030303030303030304,1.3862943611198906,4.68213122712422,0.0,2.833213344056216,0.25,1.3862943611198906,0.0,1.0,1.0,0.9691943127962085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iranpl.ir__b30ff28d9448__phishing,https://xn--rnpl-53d0u.ir/,1,synthetic,persianphish_generated,generated_phishing,iranpl.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__iranpl.ir__b30ff28d9448__T09.html,ok,1.0,test,1,T01,T09,26.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3076923076923077,3.0,1.0,0.0,0.0,3.572469458770136,-0.0,5.0,3.6,1.3564659966250536,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.37546514780862,9.535173710058757,7.845807502637805,0.7905615379056153,0.0,0.0,1.0,3.367295829986474,0.0,7.160069207596127,18.0,3.4965075614664802,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,5.605802066295998,3.295836866004329,0.08754208754208755,1.3862943611198906,4.68213122712422,0.0,2.8903717578961645,0.23529411764705882,1.3862943611198906,0.0,1.0,1.0,0.6729857819905213,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iransdi.ncc.gov.ir__d79b06b25d70__legitimate,https://iransdi.ncc.gov.ir/,0,real,legitimate_archive,verified_legitimate,ncc.gov.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__iransdi.ncc.gov.ir__d79b06b25d70.html,ok,1.0,train,1,,,27.0,18.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,3.0,0.0,0.0,3.3082708345352603,-0.0,5.0,4.0,1.7888543819998317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47839485696806,12.241208102298428,6.2422232654551655,0.009823751755965456,0.0,0.0,1.0,3.6635616461296463,0.0,6.100318952020064,18.0,3.1780538303479458,1.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,3.367295829986474,2.3978952727983707,0.2631578947368421,2.3978952727983707,3.7612001156935624,2.0,3.091042453358316,0.14285714285714285,1.791759469228055,0.0,1.0,1.0,0.8411214953271028,1.6094379124341003,0.0,1.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iransdi.ncc.gov.ir__d79b06b25d70__phishing,https://xn--rn-7kc3mbe01j.xn--n-7tba.xn--gv-fmc.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,ncc.gov.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__iransdi.ncc.gov.ir__d79b06b25d70__T24.html,ok,0.9428,train,1,T02,T24,58.0,49.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.3275862068965517,12.0,3.0,0.0,0.0,3.8179935172313764,-0.0,13.0,3.0,2.2870874995874626,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.874417973368606,7.899524472032198,6.2422232654551655,0.7551020408163265,0.0,0.0,1.0,3.6635616461296463,0.0,6.100318952020064,18.0,3.1780538303479458,1.0,1.0,0.0,3.0,1.0,5.0,1.0,1.0,3.091042453358316,2.8903717578961645,0.4473684210526316,2.3978952727983707,3.7612001156935624,2.0,3.091042453358316,0.19047619047619047,1.791759469228055,0.0,1.0,1.0,0.7641509433962265,1.791759469228055,0.0,1.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iranview.ir__cd954224d3f3__legitimate,https://iranview.ir/,0,real,legitimate_archive,verified_legitimate,iranview.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__iranview.ir__cd954224d3f3.html,ok,0.9186,train,1,,,20.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,2.845350936622437,-0.0,3.0,5.0,2.449489742783178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.287763071961688,7.979338895262328,6.309918278226516,0.7968482356971566,0.0,0.0,1.0,3.970291913552122,0.0,5.755742213586912,13.0,3.6109179126442243,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.189654742026425,2.6390573296152584,0.16666666666666666,1.9459101490553132,3.4965075614664802,0.0,1.791759469228055,0.0,0.6931471805599453,0.0,4.0,1.0,0.8907563025210085,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iranview.ir__cd954224d3f3__phishing,https://xn--ranvew-ovfe.ir/,1,synthetic,persianphish_generated,generated_phishing,iranview.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__iranview.ir__cd954224d3f3__T25.html,ok,0.9198,train,1,T01,T25,27.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,3.0,1.0,0.0,0.0,3.4613201402110083,-0.0,5.0,3.8,1.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.318572904021282,7.997326822998097,6.327936783729195,0.7937415881561238,0.0,0.0,1.0,3.970291913552122,0.0,5.786897381366708,13.0,3.6109179126442243,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,3.8918202981106265,3.4339872044851463,0.38461538461538464,1.9459101490553132,3.4965075614664802,0.0,1.9459101490553132,0.0,0.6931471805599453,0.0,4.0,1.0,0.7394957983193278,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irenx.ir__a8248510f936__legitimate,https://irenx.ir/,0,real,legitimate_archive,verified_legitimate,irenx.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irenx.ir__a8248510f936.html,ok,0.9961,train,1,,,17.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,1.0,0.0,0.0,2.5,-0.0,3.0,4.0,1.4142135623730951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.129618076115587,9.0142038261485,7.329749689041512,0.646629350206863,0.0,0.0,1.0,3.828641396489095,0.0,7.215975002651466,21.0,4.174387269895637,6.0,1.0,1.0,9.0,35.0,5.0,0.0,0.0,5.37989735354046,1.6094379124341003,0.01818181818181818,2.6390573296152584,4.04305126783455,0.0,3.4965075614664802,0.0,2.70805020110221,0.0,3.0,1.0,0.9638157894736842,1.6094379124341003,0.0,0.0,0.0,2.0,0.0,0.0,2.0794415416798357,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irenx.ir__a8248510f936__phishing,https://xn--rn-nlc9d1d.xn--r-evb/,1,synthetic,persianphish_generated,generated_phishing,irenx.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irenx.ir__a8248510f936__T19.html,ok,0.9967,train,1,T02,T19,33.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.3333333333333333,6.0,1.0,0.0,0.0,3.355388542207534,-0.0,7.0,3.142857142857143,1.9587584572574412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.142328475478891,9.016876974763383,7.332369205929062,0.6469660194174758,0.0,0.0,1.0,3.828641396489095,0.0,7.2196420401307355,21.0,4.174387269895637,6.0,1.0,1.0,9.0,35.0,5.0,0.0,0.0,5.375278407684165,1.791759469228055,0.022727272727272728,2.6390573296152584,4.060443010546419,0.0,3.5263605246161616,0.0,2.70805020110221,0.0,3.0,1.0,0.9572368421052632,2.0794415416798357,0.0,0.0,1.0,2.0,0.0,0.0,2.0794415416798357,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irhf.ir__7f8f282d020c__legitimate,https://irhf.ir/,0,real,legitimate_archive,verified_legitimate,irhf.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irhf.ir__7f8f282d020c.html,ok,1.0,train,1,,,16.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,1.0,0.0,0.0,2.2359263506290326,-0.0,3.0,3.6666666666666665,1.247219128924647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.693805675991971,12.041245171038799,6.680854678790215,0.019751543273567717,0.0,0.0,1.0,3.871201010907891,0.0,6.816735880594968,21.0,3.091042453358316,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,4.997212273764115,2.70805020110221,0.08695652173913043,2.5649493574615367,3.9318256327243257,0.0,3.58351893845611,0.05714285714285714,1.6094379124341003,0.0,0.0,0.0,0.9254385964912281,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irhf.ir__7f8f282d020c__phishing,https://xn--rhf-ihd.ir/,1,synthetic,persianphish_generated,generated_phishing,irhf.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irhf.ir__7f8f282d020c__T18.html,ok,0.9859,train,1,T01,T18,23.0,14.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,3.0,1.0,0.0,0.0,3.039148671903071,-0.0,5.0,3.0,1.0954451150103321,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.89066302639773,8.357493812658563,6.680854678790215,0.7862004224360479,0.0,0.0,1.0,3.871201010907891,0.0,6.818924065275521,22.0,3.091042453358316,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,4.969813299576001,2.9444389791664403,0.11180124223602485,2.5649493574615367,3.9512437185814275,0.0,3.58351893845611,0.05714285714285714,1.6094379124341003,0.0,0.0,0.0,0.9078947368421053,0.6931471805599453,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iribmediatrade.ir__2286e7a262b3__legitimate,https://iribmediatrade.ir/,0,real,legitimate_archive,verified_legitimate,iribmediatrade.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__iribmediatrade.ir__2286e7a262b3.html,ok,0.9776,train,1,,,26.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,1.0,0.0,0.0,2.984234164652489,-0.0,3.0,7.0,5.0990195135927845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.697943383311925,7.5766097669730375,5.662960480135946,0.008713480266529985,0.0,0.0,1.0,2.833213344056216,0.0,6.876264611890766,18.0,3.2188758248682006,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.293304824724492,0.0,0.0,2.9444389791664403,4.919980925828125,0.0,3.4011973816621555,0.10344827586206896,1.791759469228055,0.0,1.0,1.0,0.623229461756374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__iribmediatrade.ir__2286e7a262b3__phishing,https://iribmediatrdae.ir/,1,synthetic,persianphish_generated,generated_phishing,iribmediatrade.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__iribmediatrade.ir__2286e7a262b3__T12.html,ok,0.9736,train,1,T05,T12,26.0,17.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.0,1.0,0.0,0.0,2.984234164652489,-0.0,3.0,7.0,5.0990195135927845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60290327108846,7.587817219993427,5.673323267171493,0.008616320324379118,0.0,0.0,1.0,2.833213344056216,0.0,6.8885724595653635,18.0,3.2188758248682006,3.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,5.278114659230517,1.3862943611198906,0.015151515151515152,2.9444389791664403,4.927253685157205,0.0,3.4011973816621555,0.10344827586206896,1.791759469228055,0.0,1.0,1.0,0.6147308781869688,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irisweb.ir__15546ac7283d__legitimate,https://irisweb.ir/,0,real,legitimate_archive,verified_legitimate,irisweb.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irisweb.ir__15546ac7283d.html,ok,1.0,train,1,,,19.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,1.0,0.0,0.0,2.6464393446710153,-0.0,3.0,4.666666666666667,2.0548046676563256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.552708397634383,10.723245357355136,8.895492631451633,0.7049209216265033,0.0,0.0,1.0,4.007333185232471,0.5,9.124455632819013,16.0,6.890609120147166,2.0,1.0,0.0,5.0,1.0,6.0,0.0,0.0,3.6375861597263857,3.091042453358316,0.3620689655172414,3.7612001156935624,1.791759469228055,0.0,2.995732273553991,0.0,2.5649493574615367,0.0,0.0,0.0,0.7692307692307693,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irisweb.ir__15546ac7283d__phishing,https://irisweb.kr/,1,synthetic,persianphish_generated,generated_phishing,irisweb.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irisweb.ir__15546ac7283d__T15.html,ok,1.0,train,1,T05,T15,19.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,1.0,0.0,0.0,2.9219280948873623,-0.0,3.0,4.666666666666667,2.0548046676563256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.493460618232037,10.723245357355136,8.895492631451633,0.7049209216265033,0.0,0.0,1.0,4.007333185232471,0.5,9.124564594954778,16.0,6.890609120147166,2.0,1.0,0.0,5.0,1.0,6.0,0.0,0.0,3.367295829986474,3.4339872044851463,0.5172413793103449,3.7612001156935624,1.791759469228055,0.0,3.044522437723423,0.0,2.5649493574615367,0.0,0.0,0.0,0.6483516483516484,1.3862943611198906,0.0,0.0,0.0,0.0,2.0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irje.tums.ac.ir__7890c3d07473__legitimate,https://irje.tums.ac.ir/,0,real,legitimate_archive,verified_legitimate,tums.ac.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irje.tums.ac.ir__7890c3d07473.html,ok,1.0,test,1,,,24.0,15.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,3.0,0.0,0.0,3.32323142879762,-0.0,5.0,3.4,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5271108947725,13.479688110184558,6.970730078143525,0.006581331348487371,0.0,0.0,1.0,3.1354942159291497,0.0,6.385194398997726,24.0,3.5263605246161616,3.0,1.0,0.0,3.0,7.0,3.0,0.0,0.0,4.890349128221754,2.833213344056216,0.10810810810810811,0.0,1.791759469228055,0.0,2.772588722239781,0.0,2.3978952727983707,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irje.tums.ac.ir__7890c3d07473__phishing,https://irje.xn--tum-hhd.ac.ir/,1,synthetic,persianphish_generated,generated_phishing,tums.ac.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irje.tums.ac.ir__7890c3d07473__T10.html,ok,0.7916,test,1,T01,T10,31.0,22.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,3.0,3.0,0.0,0.0,3.7544418457133446,-0.0,7.0,3.0,1.0690449676496976,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.846439689363773,3.1354942159291497,1.3862943611198906,0.9090909090909091,0.0,0.0,1.0,3.1354942159291497,0.0,3.6375861597263857,3.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70805020110221,0.0,2.3978952727983707,0.0,0.0,0.0,0.9130434782608695,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irjnm.tums.ac.ir__784e2551255f__legitimate,https://irjnm.tums.ac.ir/,0,real,legitimate_archive,verified_legitimate,tums.ac.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irjnm.tums.ac.ir__784e2551255f.html,ok,1.0,test,1,,,25.0,16.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,3.0,0.0,0.0,3.327819531114783,-0.0,5.0,3.6,1.3564659966250536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.399103321132479,9.2239473753824,7.322510433997394,9.865824782951855e-05,0.0,0.0,1.0,3.58351893845611,0.0,6.949856455000773,15.0,4.382026634673881,2.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,4.875197323201151,3.9318256327243257,0.2777777777777778,3.7612001156935624,3.332204510175204,0.0,1.6094379124341003,0.0,1.9459101490553132,0.0,1.0,1.0,0.7627906976744186,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irjnm.tums.ac.ir__784e2551255f__phishing,https://irjnm.xn--tum-hhd.ac.ir/,1,synthetic,persianphish_generated,generated_phishing,tums.ac.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irjnm.tums.ac.ir__784e2551255f__T13.html,ok,1.0,test,1,T01,T13,32.0,23.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,3.0,3.0,0.0,0.0,3.675310868912364,-0.0,7.0,3.142857142857143,1.2453996981544782,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.360594684966344,9.2239473753824,7.322510433997394,9.865824782951855e-05,0.0,0.0,1.0,3.58351893845611,0.0,6.950814768442584,15.0,4.382026634673881,2.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,4.867534450455582,3.9512437185814275,0.2833333333333333,3.7612001156935624,3.332204510175204,0.0,1.791759469228055,0.0,1.9459101490553132,0.0,1.0,1.0,0.7581395348837209,1.0986122886681098,0.0,0.0,0.0,0.0,2.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irsf.ir__75efb6ce0766__legitimate,https://irsf.ir/,0,real,legitimate_archive,verified_legitimate,irsf.ir,20260201,مجموعه داده قانونی/مجموعه داده قانونی/legitimate_html_archive/20260201__irsf.ir__75efb6ce0766.html,ok,1.0,calibration,1,,,16.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,1.0,0.0,0.0,2.2359263506290326,-0.0,3.0,3.6666666666666665,1.247219128924647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68030793366472,9.47654341275084,7.801800401908973,0.7916315426469461,0.0,0.0,1.0,3.912023005428146,0.0,7.425357887027151,21.0,4.2626798770413155,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.365976015021851,2.0794415416798357,0.031818181818181815,2.1972245773362196,4.442651256490317,13.0,3.970291913552122,0.019230769230769232,3.6888794541139363,0.05128205128205128,3.0,1.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20260201__irsf.ir__75efb6ce0766__phishing,https://irsfir/,1,synthetic,persianphish_generated,generated_phishing,irsf.ir,20260201,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__irsf.ir__75efb6ce0766__T14.html,ok,1.0,calibration,1,T05,T14,15.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,1.9182958340544893,-0.0,2.0,5.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.646570221143133,9.47654341275084,7.801800401908973,0.7916315426469461,0.0,0.0,1.0,3.912023005428146,0.0,7.426549072397305,21.0,4.276666119016055,4.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,0.0,5.3981627015177525,1.0,2.1972245773362196,4.442651256490317,14.0,3.9889840465642745,0.6037735849056604,3.6888794541139363,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
