sample_id,url,html_path,label,quality_status,quality_score,quality_reasons
20260131__faculty.kashanu.ac.ir__04cadb5053c8__phishing,https://@ccoun7-kash4nu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__faculty.kashanu.ac.ir__04cadb5053c8__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__flerbo.ir__94819762a673__phishing,https://flerbo.r,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__flerbo.ir__94819762a673__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__freezones.ir__18e07d927eb9__phishing,https://$3cure-fr3ez0n3s.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__freezones.ir__18e07d927eb9__T24.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__gardeshbato.ir__1b5374aa33e7__phishing,https://g4rd35hb4t0-upd@7e.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__gardeshbato.ir__1b5374aa33e7__T10.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__ghaemshahr.ir__6cb917b73cb4__phishing,https://xn--ghmhhr-4nfc6b9w.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__ghaemshahr.ir__6cb917b73cb4__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__ghanoondaily.ir__2a558ca63458__phishing,https://9han00ndaily-secure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__ghanoondaily.ir__2a558ca63458__T16.html,1,blocked,0.05,challenge_or_error_page|cloudflare ray id|web server is down
20260131__go.onescript.ir__b9651f357707__phishing,https://upd@7e-0n35cr1p7.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__go.onescript.ir__b9651f357707__T21.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__golparan.ir__0457fcbab7cf__phishing,https://upd@t3-go1paran.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__golparan.ir__0457fcbab7cf__T07.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__hajabbasi.iut.ac.ir__7bf9b52585d2__phishing,https://iut-acc0unt.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__hajabbasi.iut.ac.ir__7bf9b52585d2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__icff.ir__93e638ea2151__phishing,https://icf.fir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__icff.ir__93e638ea2151__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__ijrare.iust.ac.ir__2689c918ef5c__phishing,https://ijrare.іuѕt.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__ijrare.iust.ac.ir__2689c918ef5c__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__inn.ir__f314ba7880b8__phishing,https://inn.ir?MsDSlY=zZtOGUtB6ibaT2eqc6HBvB18stCZZiX2&G5qUBx=0dJ5qUoj1KJQh8YHyOBlHH2N60zJKj1y&o4Tr1E=zwqj4pcsE0MoiaTRExvF8LcadtVN7wFR&D1NkoW=SOuGa2Cz9H2MjQs0y7yhaT6NeKEpoWN3&6i49aD=PVY6WGi20F9bO15mpvI0xcLbuoGAxZnR&ofSlrC=9REfixSQAeh9ilF2dx6Tik0d2uFM2Z51&nQjUW1=RLME5ByMbRmcgjjlqPRF72NW55WXf4sk&FVMTD3=nldPTZJtcgcOPDY155vlTSSGddQTxoJi,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__inn.ir__f314ba7880b8__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__ireconomy.ir__4152b3b3e1ef__phishing,https://irеconomу.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__ireconomy.ir__4152b3b3e1ef__T25.html,1,blocked,0.05,challenge_or_error_page|cloudflare ray id|web server is down
20260131__iremco.co.ir__b8cd1a90f22c__phishing,https://ir3mco-@cc0un7.co.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__iremco.co.ir__b8cd1a90f22c__T14.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__irica.ir__9402a45e1706__phishing,https://xn--r-8sb4c8db.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__irica.ir__9402a45e1706__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__isfahanzon.ir__0cea12c20bf7__phishing,https://isfahanzon.ir?YibmWl=HCxfE0AEVhXawtyzTDMeVBgYqqU3A5x7&w142M8=M2DtSjQ5kDSGS4omgUvpBOcjRQ8ewbLt&vx5mko=r2mKo3kxP45tEa7Ut55cNwhQSGEveQJe&kxz1n4=LD5xcySYMgY9nA0Yl5787s1wKBEOMgsL&L03TwZ=W4gBGmYOr17Di1d2DrcDfOkRBH9ym7s3&4g9U4d=cNtTQbwhdp5Y8mWXrqyo1bqHFUKfX3iQ&tUF94d=2JgH8aHQM7cDKfj0vvpaHwpyS5n10tfH&sntrZ7=DOmaSRhJvkScZln6MYDI6MYWfpXlR4uy,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__isfahanzon.ir__0cea12c20bf7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__jaarchee.ir__c8b8863316fd__phishing,https://јaаrсhee.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jaarchee.ir__c8b8863316fd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__jas.shahroodut.ac.ir__994f135a326e__phishing,https://jas.shahroodut.ac.ir?7821mC=KYt6OilJKks6vNp09ZHWW9CdbjybO2O1&FmPPHt=CWPZq9YZ4kzfKngcoB0Yejfw7HG36Efm&XUE6ty=aq4nBSfneT7NEJkxGBmvFgoMp71IzsOm&hFO1ym=RXLAow8QMxybSrL6YDs2aI9Le1LOldyx&Q9y7Ni=TJdsgjv41iRPnc2AHFmBrIHqAhXAyvLr&2sR6ol=UIq3eHjV6p3KjSczGIJPexoxen5j3NTa&TaNgJo=eW1dhSbYU6mmr4tMedmiH8tlyMArlQhG&BYqMCC=ajmIvruuxGFXp1cnILnVZBysQJSeQ8ac,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jas.shahroodut.ac.ir__994f135a326e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__jfadram.ut.ac.ir__1bdbaa7bbd9c__phishing,https://u7-upd@t3.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jfadram.ut.ac.ir__1bdbaa7bbd9c__T16.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__jfmh.mums.ac.ir__ac574bae08b2__phishing,https://jfmh.mums.ac.ir/kiqzls,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jfmh.mums.ac.ir__ac574bae08b2__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__jfsh.tums.ac.ir__2285fbeefa44__phishing,https://tum5-$3cure.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jfsh.tums.ac.ir__2285fbeefa44__T24.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__jmarmed.ir__e59536f08d06__phishing,https://jm4rm3d-$3cure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jmarmed.ir__e59536f08d06__T13.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__jmp.ir__43c69aa24a0f__phishing,https://јmp.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jmp.ir__43c69aa24a0f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__jrrp.um.ac.ir__9fa7263767df__phishing,https://jrrp.um.c.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__jrrp.um.ac.ir__9fa7263767df__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__kar50.ir__77c745353d26__phishing,https://kar50.ir?qrmteL=Bdcm7artJ9eiSM4lCPAoaHW8iAje73XY&1C8kmP=iyuuVI2hwbkBv38uv5UJmppRfPqqb08i&tBuWK4=XmVPC4n3NlQvVTopbxpUPsqTCQPVyIC2&ES3sky=NvmXckI0RcnNPZg8qAlTNSr6tpoB6BeS&wrVMSM=uuZ8lhe17SBXy3TR6UDbpDjhqKElyjij&brMNaN=Nltgwr0jH0ebDbRVjX82DhmqouQ6Ln7C&1tOePq=OV6rWbzP5jsjXQyKvkcyeNugnxSaYm4i&QXdhMJ=i1lMiHNxvBAv5xPE0ues0H0Nbj6fF8X7,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__kar50.ir__77c745353d26__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__khorasan.ir__611394bd166f__phishing,https://khоrаsan.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__khorasan.ir__611394bd166f__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__maku.ir__d4bae096006f__phishing,https://ver!fy-maku.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__maku.ir__d4bae096006f__T06.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__mjahangir.ir__ef4507b7f1fd__phishing,https://xn--mhngr-4veb02ama.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__mjahangir.ir__ef4507b7f1fd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__modiriran.ir__2438096b49ee__phishing,https://m0dir1r4n-upd@73.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__modiriran.ir__2438096b49ee__T11.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__mohsenfallah.ir__212e40d93958__phishing,https://xn--mhnfllh-5fgc8b6frn.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__mohsenfallah.ir__212e40d93958__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__muk.ac.ir__86662a8b8fd5__phishing,https://muk.ac.or,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__muk.ac.ir__86662a8b8fd5__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__nama.ajaums.ac.ir__666ba83ed120__phishing,https://nama.ајaumѕ.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__nama.ajaums.ac.ir__666ba83ed120__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__nextoons.ir__b7c297ad9cc0__phishing,https://updat3-nex7oons.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__nextoons.ir__b7c297ad9cc0__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__pana.ir__58833a9751cd__phishing,https://pana-account.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__pana.ir__58833a9751cd__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__ped.atu.ac.ir__8922c2887363__phishing,https://47u-$ecure.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__ped.atu.ac.ir__8922c2887363__T25.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__pindo.ir__710ca88c1ca1__phishing,https://cdn-redirect-1.example-cdn.net/r?token=O9gyi47wB9cX&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3Dkwnvs6olThZs%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fpindo.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__pindo.ir__710ca88c1ca1__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__portal.saorg.ir__6b24bc65ee27__phishing,https://saor9-upd@7e.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__portal.saorg.ir__6b24bc65ee27__T21.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260131__qrbs.birjand.ac.ir__3401b42961dc__phishing,https://xn--qrb-hhd.xn--brn-7cd2qna99i.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__qrbs.birjand.ac.ir__3401b42961dc__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__s8.uupload.ir__a543eea86ac0__phishing,https://uupload-secur3.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__s8.uupload.ir__a543eea86ac0__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__saeedsalehi.ir__58464769a9a8__phishing,https://5a33dsa13hi-acc0unt.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__saeedsalehi.ir__58464769a9a8__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__sauleh.ir__e07c4ae3a5d7__phishing,https://saul3h-upda7e.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__sauleh.ir__e07c4ae3a5d7__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__sccr.ir__3ee07e2fff6b__phishing,https://sccr.ir?wmfcql=b4JFo3q8XVXtzv6EF1XDmI2RHf0S9HX0&UIraKx=NILNMRncpPunvZXb9rBhHBGLLCVexVjV&SSSori=OyWhXLxHVzO3PtpKP9nXbCFy59G0Hx8E&ynoVIQ=CdStDyIXUM16leBsm9GXw9AnHiojzp2U&l8TmbB=QAAfgMQNYNEmqsozlsuLTlyoBiWg87XG&GRsp9F=5cDZfjlEIdtjVLUeYHM5ipV7ohFeO8oZ&LEV6Dw=p6ur6ApsmPTvpgc7aZgJrBRnaEk1SoZQ&p7OTyV=mRQoluVnPJManMSb6rTswZiPYreXM8u6,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__sccr.ir__3ee07e2fff6b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__securitysystemco.ir__1b93f15e704c__phishing,https://53cur17y5yst3mc0-l0g!n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__securitysystemco.ir__1b93f15e704c__T17.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__shabakkeh.ir__aa90e67320cd__phishing,https://$19n!n-shabakkeh.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__shabakkeh.ir__aa90e67320cd__T08.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__smsjoks.ir__fbdb99ffb4ae__phishing,https://xn--mk-fmc4gbcs.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__smsjoks.ir__fbdb99ffb4ae__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__soft98.ir__5cabe24f02c2__phishing,https://$ign!n-5of798.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__soft98.ir__5cabe24f02c2__T08.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__sobh-eqtesad.ir__bf4947894965__phishing,https://50bh-eq7esad-$ecure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__sobh-eqtesad.ir__bf4947894965__T17.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__stringcast.ir__943d6e3aa293__phishing,https://xn--trngt-7ve2jxggf.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__stringcast.ir__943d6e3aa293__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__tesl.shirazu.ac.ir__875cbead651b__phishing,https://cdn-redirect-1.example-cdn.net/r?token=cVtlMjX3aFuh&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DA739X5S91smy%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Ftesl.shirazu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__tesl.shirazu.ac.ir__875cbead651b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__tosebrand.ir__47294ae352f2__phishing,https://sign!n-to5e8rand.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__tosebrand.ir__47294ae352f2__T09.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260131__vssd.birjand.ac.ir__fbe23dbc336b__phishing,https://vssd.birјand.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__vssd.birjand.ac.ir__fbe23dbc336b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__wikigardi.ir__07d619758b40__phishing,https://xn--wkgr-73d9tbd25m.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__wikigardi.ir__07d619758b40__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260131__yu.ac.ir__2fefce0a737e__phishing,https://уu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260131__yu.ac.ir__2fefce0a737e__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__adibian724.ir__e1c68ff2308c__phishing,https://ad18i4n724-@ccount.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__adibian724.ir__e1c68ff2308c__T15.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260201__alirezachupaniyan.ir__02152aa770d6__phishing,https://xn--lrzhunn-1fgdcb7c1il9a3yka.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__alirezachupaniyan.ir__02152aa770d6__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__amihan.ir__0b81bd6fa42e__phishing,https://s!gnin-amihan.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__amihan.ir__0b81bd6fa42e__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__amirkabirpub.ir__a164030c847a__phishing,https://xn--mrkbrub-1fgd6nlje.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__amirkabirpub.ir__a164030c847a__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__asreurmia.ir__a69f988e5ce5__phishing,https://xn--rurm-43de5a8uoa.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__asreurmia.ir__a69f988e5ce5__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__asrshargh.ir__63d2f4636acb__phishing,https://asrshargh.ir?W7K8rz=8IsfYBmrVgXc5OGfmp2uU0eHd45j8XeL&83QUfn=Ne5IQzkvaJMvw7Eq75NALm68eitWBtIx&4cz2Od=BA4e50QSMR54TY4CsuXP7wERMeF6UeVI&scjTfq=qO3GeyzcIliLb6KdSLeKiwEIDQKOFGI9&KXkG7i=VLbXM3edHMmyYRi1AGIz0jgZSMvnRrE0&HkvuWV=15G69zKn0MyfPKuPOBUAbeiouSHT5ug2&CfxuY1=BbY28aOFYsxZJxnFvH62vrsTCnPs7XHS&PopLUM=7VCoXRKYnhDFkD1T2okizCpPNo7K4LiT,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__asrshargh.ir__63d2f4636acb__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__bahjat.ir__504589ebd3f6__phishing,https://1og!n-bahjat.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__bahjat.ir__504589ebd3f6__T07.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__banionline.ir__84614fe472b5__phishing,https://banionline.ir?4t6APv=EnBFgJbMR4NWsoSKp8pK42nzkiv7tygd&qUor26=dzAqsh9GhdNSy8Sgy1rLCfSuV8Vmd7WP&wMqiBL=IQL84kucgmBJct9IjJffn0ZrXMB1egR9&xUYuiP=aityBuodP9S9KgvsvkHsQrLhesFwltak&4kWpLT=OAO1TfiPAiWLM6VOWEdkEFPwGE3deanH&yelKiA=YGR9daAgGwQuYmPLp2nW7urzHI2YeOon&ECGfkp=rsckOiSYRWSWzj5yBr22lj82SGhaTNIn&SWHoy3=OxcVOUONNc4HPkpS3TMAgPPF31FehRfF,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__banionline.ir__84614fe472b5__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__beta-follower.ir__adad6e451409__phishing,https://beta-f01low3r-$ignin.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__beta-follower.ir__adad6e451409__T25.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__bourstimes.ir__c65e91756f74__phishing,https://bourѕtimеs.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__bourstimes.ir__c65e91756f74__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__chikapet.ir__6221e031668a__phishing,https://cdn-redirect-1.example-cdn.net/r?token=jrrGfB3YLGdf&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DLcjKeOGiygFU%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fchikapet.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__chikapet.ir__6221e031668a__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__cinema-org.ir__37fa1ad3b218__phishing,https://$i9nin-c1n3m4-or9.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__cinema-org.ir__37fa1ad3b218__T10.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__coffeeapps.ir__5663a2eb3ff6__phishing,https://cdn-redirect-1.example-cdn.net/r?token=XYKJ8KCS44Fo&next=https%3A%2F%2Fcdn-redirect-0.example-cdn.net%2Fr%3Ftoken%3DiOpsEMADdGUx%26next%3Dhttps%253A%252F%252Fwww.google.com%252Furl%253Fq%253Dhttps%25253A%25252F%25252Fcoffeeapps.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__coffeeapps.ir__5663a2eb3ff6__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__damghaniau.ac.ir__9db38e12b684__phishing,https://damghanaiu.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__damghaniau.ac.ir__9db38e12b684__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__directam.ir__f06d32a22884__phishing,https://xn--rtm-7cdx6eshx0d.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__directam.ir__f06d32a22884__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__divarban.ir__328352c8c760__phishing,https://d1v4r84n-$!9n1n.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__divarban.ir__328352c8c760__T22.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__edcbmj.ir__b2751c610880__phishing,https://edcbm1j.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__edcbmj.ir__b2751c610880__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__eirib.ir__5dc58e6a3c69__phishing,https://eirib.ir/eajaek,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__eirib.ir__5dc58e6a3c69__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__elmifarhangi.ir__6ab90dc0cfe9__phishing,https://31mif4rhan9i-$3cure.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__elmifarhangi.ir__6ab90dc0cfe9__T24.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__epl.um.ac.ir__2340fc154a02__phishing,https://s1gn!n-um.ac.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__epl.um.ac.ir__2340fc154a02__T12.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
20260201__fcdamash.ir__bf12690fb5da__phishing,https://fcdamаѕh.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__fcdamash.ir__bf12690fb5da__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__fitf.theater.ir__2c3d3eaebd48__phishing,https://fitf.theater.ir?x2QxD2=odgL0QsEST9T51hfzuhnPL9vUXjOfLvi&gUdtba=A0THrTHqyAsUmBrKHjD60lcC1e7wsK3j&zv6ktK=8PR9d55LvCUhVCvJuZFu96PlbTJa5Ye0&2GxEPH=7KbsKLP2g8KWqMin5oazurjTl8sB3zTS&S4lVd8=Zx9Gm41xhUbGgkxY34snAm6MtrUVNMBv&UclrcL=3lqlGwMqYwEpPcMKcmYN7vEGmKggMtWO&uPRKXk=OeJzBju06t1KPiZVfb3roW6kvvliMWZw&0BRr5q=IJRt70mVEpbR4kB5QBN4yzirWTD8HiU9,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__fitf.theater.ir__2c3d3eaebd48__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__gmj.ut.ac.ir__2116af105b53__phishing,https://gmj.ut.ac.ir?IgsdSJ=3ELHd95NiZdxNs1yd1qOQccDPJA4pDMr&lULCCg=RN46lA1yCnujShDfTFqThtxmrZpG6rcz&5Xu3oA=0D81YrdYQ03mn8dd9lO5Wl3GVuggNc2Y&bjjhY8=Nu5JMCiw88nlRM2mPgyWfpC96vJ15R1A&4VpiAs=eAQbcZwQLK2WM71fk3CnMxAkB6p10Tvm&esijmV=DHmBWCPXggTltWeuuQLzKdHBwTV5xi2d&5gRMCT=BoicusipQZZKR4sSNs9pvDKYFgHCZC7z&rnatmr=oOv5uqjoZhnyDFfz4YKX3Xdm9AtMRbXl,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__gmj.ut.ac.ir__2116af105b53__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__gptt.ir__416d0b102468__phishing,https://upd@te-9ptt.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__gptt.ir__416d0b102468__T08.html,1,extract_error,0.0,UnsafeURL:userinfo_not_allowed
20260201__ieis.ir__7591c4858023__phishing,https://ieis.ir?Mm6WVx=5yzmqLNtyUEuUmukuWN1ZhZrgxyIihPw&X1weHX=QTGRSHTZ2ZzPVhp1gdv9Jd51iJknYpFj&UctsFy=Z2N4gsOsTBKoEXWOduhKnUtADAjsD2uY&jrjZam=Uj37oiVbziJmqcp1YyyQD1oL4fvOvjZS&1zNP9d=PH63kgt1aPgzoAN4oS2TIQnKDFeD9A9Z&GEO0Ew=TuvEELZwsOZts2N7PUlrEtRYBHFw1jf7&A4a5p5=LLlIOP4wW45RTDldWjGKg3mJTfoqoCEr&6QTZXz=nM3W5aYbaTqnAnb51LGRhDdZa7ny23Ts,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__ieis.ir__7591c4858023__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__ijdo.ssu.ac.ir__6c43bbebb48b__phishing,https://xn--n1a1cg09d.xn--u-cvba.xn--80a8a.xn--r-evb,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__ijdo.ssu.ac.ir__6c43bbebb48b__T06.html,1,partial,0.5,html_too_small|low_tag_count|low_visible_text
20260201__ilam.isna.ir__5655bd4c3e60__phishing,https://$3cur3-15n4.ir,balanced_generated_websites_by_technique_20260709/phishing_html_archive/20260201__ilam.isna.ir__5655bd4c3e60__T14.html,1,extract_error,0.0,UnsafeURL:invalid_idn_hostname
